EmployeeID,MaritalStatus,Gender,EmploymentStatus,JobRole,CareerLevel,PerformanceRating,City,HiringPlatform,PhoneNumber,Email,EducationLevel,ReasonForResignation,DateOfBirth,DateOfJoining,LastAppraisalDate,ResignationDate,YearsOfExperience
111366,Married,Female,Outsource,Data Scientist,Experienced,Good,Bengaluru,Indeed,9.19212E+11,yasmin.bhatnagar@gmail.com,Graduate,Still Working,29/09/1980,27/04/2022,8/21/2024,NA,13
105986,Married,Female,FullTime,Data Scientist,Experienced,Good,Pune,Internshala,9.1697E+11,mishti.chad@gmail.com,Graduate,Still Working,7/2/1969,26/06/2018,3/14/2025,NA,19
110774,Unmarried,Female,Outsource,Human Resource Manager,Fresher,Excellent,Bengaluru,Company Website,9.16312E+11,ahana..sawhney@gmail.com,Postgraduate,Still Working,6/2/1992,19/06/2022,2/12/2024,NA,1
101510,Married,Female,Outsource,Business Analyst,Experienced,Good,Hyderabad,Company Website,9.16964E+11,aaryahi.yogi@gmail.com,Postgraduate,Long Working Hours,18/07/1985,16/12/2018,10/24/2024,10/25/2024,6
106109,Married,Male,FullTime,Software Engineer,Experienced,Excellent,Mumbai,Employee Referral,9.163E+11,advik.saha@gmail.com,Graduate,Long Working Hours,15/07/1975,25/09/2015,7/19/2025,7/20/2025,21
111569,Married,Male,Outsource,Data Analyst,Experienced,Excellent,Pune,LinkedIn,9.16364E+11,yuvraj.chad@gmail.com,Graduate,Long Working Hours,24/05/1974,26/07/2020,1/16/2025,1/17/2025,7
105734,Married,Male,FullTime,Software Engineer,Experienced,Excellent,Pune,Company Website,9.19402E+11,navya.bera@gmail.com,Graduate,Career Change,20/03/1973,30/10/2021,5/13/2025,5/14/2025,20
101130,Married,Female,Outsource,Machine Learning Engineer,Experienced,Excellent,Mumbai,LinkedIn,9.17282E+11,alisha.chada@gmail.com,Graduate,Still Working,29/01/1983,12/1/2019,8/4/2025,NA,20
101511,Married,Male,FullTime,Data Engineer,Experienced,Good,Pune,Company Website,9.18475E+11,shalv.balan@gmail.com,Graduate,Career Change,20/09/1999,13/03/2018,5/4/2025,5/5/2025,14
106347,Married,Male,FullTime,Data Scientist,Experienced,Excellent,Hyderabad,Naukri.com,9.17206E+11,misha.sangha@gmail.com,Graduate,Toxic Work Culture,8/2/1994,31/03/2021,9/19/2024,9/20/2024,18
110842,Married,Female,Outsource,Software Engineer,Experienced,Excellent,Hyderabad,LinkedIn,9.18244E+11,eva.yogi@gmail.com,Postgraduate,Career Change,6/2/1984,2/9/2017,5/15/2025,5/16/2025,18
106446,Unmarried,Male,FullTime,Human Resource Manager,Experienced,Excellent,Bengaluru,Employee Referral,9.19364E+11,lagan.bose@gmail.com,Graduate,Career Change,2/9/2001,30/08/2023,10/6/2025,10/7/2025,5
101635,Married,Female,Outsource,Software Engineer,Experienced,Poor,Gurgaon,Employee Referral,9.17487E+11,anahi.shukla@gmail.com,Graduate,Still Working,15/01/1974,25/09/2016,3/16/2025,NA,14
100561,Married,Female,FullTime,CSO,Experienced,Excellent,Gurgaon,Indeed,9.16717E+11,nitya.chaudhary@gmail.com,Graduate,Still Working,31/03/1991,7/2/2017,2/25/2025,NA,25
105711,Married,Female,FullTime,Business Analyst,Experienced,Good,Pune,Company Website,9.17574E+11,indrajit.bhardwaj@gmail.com,Postgraduate,Career Change,5/12/1995,14/12/2017,1/1/2025,1/2/2025,15
105923,Married,Female,FullTime,Data Analyst,Experienced,Good,Bengaluru,LinkedIn,9.16914E+11,urvi.bajwa@gmail.com,Graduate,Still Working,28/04/2003,26/09/2015,4/21/2025,NA,5
105357,Married,Female,FullTime,Data Engineer,Experienced,Good,Mumbai,Internshala,9.17289E+11,pihu.d’alia@gmail.com,Graduate,Still Working,21/02/1993,25/01/2022,7/10/2024,NA,7
100884,Married,Female,FullTime,Marketing Analyst,Experienced,Excellent,Bengaluru,LinkedIn,9.16423E+11,baiju.master@gmail.com,Graduate,Career Change,14/12/1997,22/05/2020,7/20/2025,7/21/2025,2
110481,Married,Female,FullTime,Data Engineer,Experienced,Good,Pune,LinkedIn,9.1906E+11,jhanvi.goel@gmail.com,Postgraduate,Still Working,10/8/1979,12/6/2024,5/28/2025,NA,15
106483,Married,Male,Outsource,Data Analyst,Experienced,Good,Mumbai,Internshala,9.17124E+11,shlok.varma@gmail.com,Graduate,Career Change,25/05/1997,8/6/2018,5/20/2025,5/21/2025,11
111591,Married,Female,FullTime,Quality Analyst,Experienced,Excellent,Hyderabad,Company Website,9.19294E+11,diya.bhargava@gmail.com,Graduate,Still Working,7/9/1991,14/10/2017,1/31/2025,NA,6
100906,Unmarried,Male,FullTime,Project Manager,Fresher,Excellent,Gurgaon,Employee Referral,9.18416E+11,madhup.brar@gmail.com,Graduate,Still Working,17/05/1990,7/5/2024,8/17/2024,NA,1
111326,Married,Female,Outsource,Data Analyst,Experienced,Excellent,Pune,Indeed,9.16326E+11,ishita.sekhon@gmail.com,Postgraduate,Toxic Work Culture,7/3/1989,3/3/2019,1/8/2025,1/9/2025,15
106294,Married,Female,FullTime,Data Scientist,Experienced,Good,Gurgaon,Internshala,9.19671E+11,kismat.tara@gmail.com,Graduate,Toxic Work Culture,2/5/2003,25/11/2022,1/24/2025,1/25/2025,12
106605,Married,Female,FullTime,Software Engineer,Experienced,Excellent,Pune,Employee Referral,9.16568E+11,zain.de@gmail.com,Graduate,Still Working,24/03/1981,20/12/2020,7/7/2025,NA,25
100801,Unmarried,Female,FullTime,Data Scientist,Fresher,Good,Hyderabad,Naukri.com,9.16595E+11,jivika.jain@gmail.com,Graduate,Still Working,2/3/1971,29/12/2015,6/24/2025,NA,0
101422,Married,Female,FullTime,Software Engineer,Experienced,Good,Gurgaon,LinkedIn,9.1881E+11,nirvi.dara@gmail.com,Postgraduate,Toxic Work Culture,30/11/1986,18/04/2016,8/23/2024,8/24/2024,20
110471,Married,Female,Outsource,Project Manager,Experienced,Good,Bengaluru,Company Website,9.16467E+11,zoya.bajwa@gmail.com,Graduate,Still Working,1/2/1979,3/3/2020,11/13/2024,NA,13
100326,Married,Female,FullTime,Machine Learning Engineer,Experienced,Good,Gurgaon,LinkedIn,9.18174E+11,onkar.magar@gmail.com,Graduate,Still Working,13/08/1972,2/4/2023,11/22/2024,NA,14
110665,Married,Female,FullTime,VP-Human Resource,Experienced,Excellent,Pune,Indeed,9.17815E+11,rasha.ramakrishnan@gmail.com,Graduate,Still Working,6/9/1964,13/07/2018,12/25/2024,NA,20
105902,Married,Female,FullTime,Machine Learning Engineer,Experienced,Excellent,Bengaluru,Indeed,9.19587E+11,yakshit.balasubramanian@gmail.com,Graduate,Toxic Work Culture,31/05/1997,5/7/2016,11/10/2024,11/11/2024,23
111703,Married,Female,FullTime,Data Scientist,Experienced,Excellent,Pune,LinkedIn,9.19794E+11,ela.shukla@gmail.com,Graduate,Toxic Work Culture,5/7/1977,2/7/2020,2/26/2025,2/27/2025,16
101100,Married,Male,FullTime,Machine Learning Engineer,Experienced,Excellent,Mumbai,Employee Referral,9.19662E+11,riaan.kibe@gmail.com,Graduate,Still Working,4/9/1982,23/01/2022,4/28/2025,NA,15
100468,Married,Female,Outsource,Intern,Experienced,Good,Gurgaon,Indeed,9.19539E+11,kiara.contractor@gmail.com,Graduate,Still Working,6/3/1986,9/7/2023,2/11/2024,NA,0
110703,Married,Female,Outsource,Marketing Analyst,Experienced,Excellent,Mumbai,Naukri.com,9.16315E+11,dhanush.majumdar@gmail.com,Graduate,Still Working,21/10/1987,24/08/2021,11/24/2024,NA,4
106494,Married,Male,Outsource,Human Resource Manager,Experienced,Excellent,Bengaluru,Internshala,9.18072E+11,jayant.anand@gmail.com,Graduate,Career Change,4/10/1974,3/12/2015,1/1/2025,1/2/2025,14
110380,Unmarried,Male,FullTime,Delivery Manager,Experienced,Good,Gurgaon,Employee Referral,9.17052E+11,farhan.chander@gmail.com,Graduate,Career Change,15/10/1971,27/07/2022,12/24/2024,12/25/2024,2
111198,Married,Female,FullTime,Software Engineer,Experienced,Excellent,Pune,Naukri.com,9.19387E+11,vritika.chakraborty@gmail.com,Graduate,Toxic Work Culture,29/04/1978,31/03/2016,2/17/2025,2/18/2025,21
101652,Married,Male,FullTime,Software Engineer,Experienced,Excellent,Bengaluru,Internshala,9.19213E+11,hazel.soman@gmail.com,Graduate,Still Working,13/04/1984,24/10/2022,1/27/2025,NA,13
110461,Married,Female,FullTime,Data Scientist,Experienced,Excellent,Pune,Company Website,9.18813E+11,diya.thaker@gmail.com,Graduate,Toxic Work Culture,20/01/1983,1/3/2016,2/25/2025,2/26/2025,21
111276,Unmarried,Male,FullTime,Machine Learning Engineer,Experienced,Excellent,Mumbai,Naukri.com,9.16441E+11,yakshit.gade@gmail.com,Postgraduate,Still Working,11/10/1978,24/11/2019,7/3/2025,NA,3
111220,Married,Male,FullTime,Data Scientist,Experienced,Excellent,Hyderabad,Company Website,9.16859E+11,badal.bassi@gmail.com,Graduate,Still Working,4/4/1993,15/06/2022,5/4/2025,NA,18
110580,Married,Female,FullTime,Business Analyst,Experienced,Excellent,Hyderabad,Employee Referral,9.16948E+11,arnav.chopra@gmail.com,Graduate,Still Working,29/08/1984,22/01/2016,5/23/2025,NA,6
111584,Unmarried,Female,Outsource,Quality Assurance Engineer,Fresher,Good,Pune,Company Website,9.17954E+11,bhavin.taneja@gmail.com,Graduate,Still Working,28/09/1969,11/5/2018,1/2/2025,NA,1
101154,Married,Female,FullTime,Software Engineer,Experienced,Good,Mumbai,Naukri.com,9.171E+11,prisha.walia@gmail.com,Graduate,Still Working,25/04/2001,9/2/2018,9/5/2025,NA,15
101274,Married,Male,FullTime,Product Manager,Experienced,Excellent,Mumbai,Company Website,9.17392E+11,taimur.chawla@gmail.com,Graduate,Still Working,27/11/1967,9/10/2023,4/21/2025,NA,13
101647,Unmarried,Male,Outsource,Quality Assurance Engineer,Fresher,Excellent,Pune,Company Website,9.18853E+11,parinaaz.dey@gmail.com,Postgraduate,Still Working,29/01/1973,10/9/2023,11/19/2024,NA,1
100762,Married,Female,FullTime,Product Manager,Experienced,Good,Pune,LinkedIn,9.17029E+11,anay.dhingra@gmail.com,Graduate,Career Change,12/7/1968,19/06/2018,9/5/2025,9/6/2025,10
101345,Married,Male,FullTime,Machine Learning Engineer,Experienced,Good,Bengaluru,Employee Referral,9.19794E+11,rasha.saxena@gmail.com,Graduate,Still Working,25/10/1965,3/11/2015,2/19/2025,NA,23
105323,Married,Female,FullTime,Data Scientist,Experienced,Good,Gurgaon,Internshala,9.17561E+11,anahi.bhat@gmail.com,Graduate,Still Working,24/04/1996,10/4/2024,1/24/2025,NA,24
110858,Married,Female,FullTime,Software Engineer,Fresher,Good,Gurgaon,Indeed,9.17446E+11,ela.mandal@gmail.com,Postgraduate,Still Working,12/2/1992,21/09/2015,12/11/2024,NA,0
111318,Married,Male,Outsource,Data Scientist,Experienced,Good,Mumbai,LinkedIn,9.17023E+11,devansh.bala@gmail.com,Postgraduate,Still Working,17/07/1967,12/7/2021,2/7/2025,NA,16
106017,Married,Male,FullTime,Machine Learning Engineer,Experienced,Good,Bengaluru,LinkedIn,9.16639E+11,vidur.som@gmail.com,Graduate,Still Working,4/7/1968,13/06/2021,12/4/2025,NA,23
106687,Married,Female,FullTime,Marketing Analyst,Experienced,Good,Pune,Indeed,9.16448E+11,tanya.grewal@gmail.com,Postgraduate,Still Working,9/5/1987,31/07/2016,5/29/2025,NA,14
106013,Married,Female,Outsource,Quality Analyst,Experienced,Good,Bengaluru,Company Website,9.16994E+11,abram.toor@gmail.com,Postgraduate,Still Working,2/10/2001,17/08/2023,1/22/2025,NA,14
106314,Married,Female,Outsource,Product Manager,Experienced,Good,Hyderabad,Company Website,9.17169E+11,kavya.taneja@gmail.com,Postgraduate,Toxic Work Culture,23/07/1999,2/11/2018,3/31/2025,4/1/2025,14
105458,Married,Female,FullTime,Product Manager,Experienced,Good,Hyderabad,Employee Referral,9.16139E+11,tarini.shenoy@gmail.com,Graduate,Still Working,8/8/1983,20/05/2020,5/20/2025,NA,9
110836,Married,Male,FullTime,Machine Learning Engineer,Fresher,Good,Hyderabad,Indeed,9.16783E+11,hridaan.kibe@gmail.com,Graduate,Career Change,28/01/1978,15/10/2019,6/28/2025,6/29/2025,1
110980,Married,Female,FullTime,Data Analyst,Experienced,Good,Gurgaon,Naukri.com,9.16688E+11,alia.jha@gmail.com,Graduate,Toxic Work Culture,20/04/1967,2/7/2020,11/22/2024,11/23/2024,14
106008,Unmarried,Female,Outsource,Machine Learning Engineer,Fresher,Good,Pune,Naukri.com,9.1832E+11,aarush.bhandari@gmail.com,Graduate,Still Working,28/11/1998,16/07/2021,2/27/2025,NA,0
105441,Unmarried,Female,FullTime,Delivery Manager,Experienced,Good,Gurgaon,Naukri.com,9.17083E+11,neelofar.kala@gmail.com,Graduate,Toxic Work Culture,3/12/1992,28/06/2019,2/8/2025,2/9/2025,2
101666,Married,Female,FullTime,Software Engineer,Experienced,Excellent,Mumbai,Employee Referral,9.19199E+11,faiyaz.agate@gmail.com,Postgraduate,Career Change,12/2/1972,26/09/2022,10/20/2024,10/21/2024,4
105754,Married,Female,FullTime,CTO,Experienced,Good,Hyderabad,Indeed,9.17728E+11,bhamini.kala@gmail.com,Graduate,Still Working,26/10/1965,19/07/2023,7/1/2025,NA,25
100874,Married,Female,FullTime,Data Scientist,Experienced,Good,Bengaluru,Company Website,9.16315E+11,anika.tandon@gmail.com,Postgraduate,Career Change,25/05/1978,31/03/2017,8/26/2024,8/27/2024,14
101560,Married,Female,FullTime,Software Tester,Experienced,Excellent,Gurgaon,Company Website,9.19256E+11,vihaan.shan@gmail.com,Graduate,Career Change,19/01/1975,6/10/2017,7/12/2024,7/13/2024,3
100869,Married,Female,FullTime,Data Engineer,Experienced,Excellent,Hyderabad,Company Website,9.16198E+11,oorja.vig@gmail.com,Graduate,Toxic Work Culture,29/01/1991,5/11/2015,2/21/2025,2/22/2025,7
105997,Married,Female,FullTime,Data Scientist,Experienced,Good,Mumbai,LinkedIn,9.1925E+11,krish.kale@gmail.com,Graduate,Career Change,28/09/1996,11/4/2024,6/30/2025,7/1/2025,17
101005,Married,Female,Outsource,Data Engineer,Experienced,Good,Mumbai,Internshala,9.19321E+11,samar.deshmukh@gmail.com,Graduate,Toxic Work Culture,27/11/1995,2/1/2020,7/20/2025,7/21/2025,12
110876,Unmarried,Male,FullTime,Intern,Experienced,Excellent,Gurgaon,Indeed,9.17638E+11,bhavin.batra@gmail.com,Graduate,Toxic Work Culture,14/10/1974,7/10/2023,11/17/2024,11/18/2024,5
100520,Married,Female,FullTime,Product Manager,Experienced,Good,Hyderabad,LinkedIn,9.16385E+11,tara.gandhi@gmail.com,Graduate,Career Change,9/8/1965,30/01/2016,3/26/2025,3/27/2025,20
105889,Married,Female,FullTime,Business Analyst,Experienced,Poor,Gurgaon,Internshala,9.16392E+11,jayan.issac@gmail.com,Graduate,Still Working,5/10/1967,7/6/2020,8/24/2024,NA,10
100620,Married,Female,FullTime,Data Scientist,Experienced,Excellent,Gurgaon,LinkedIn,9.18298E+11,lavanya.batta@gmail.com,Postgraduate,Long Working Hours,17/02/1991,8/9/2019,12/16/2024,12/17/2024,12
106555,Unmarried,Female,FullTime,Data Analyst,Fresher,Good,Bengaluru,Naukri.com,9.17594E+11,ishita.sanghvi@gmail.com,Postgraduate,Toxic Work Culture,11/1/1995,1/1/2016,8/22/2024,8/23/2024,0
106392,Married,Female,FullTime,Data Scientist,Experienced,Excellent,Hyderabad,LinkedIn,9.18905E+11,vaibhav.vora@gmail.com,Graduate,Long Working Hours,27/02/1973,29/12/2020,4/27/2025,4/28/2025,12
106285,Married,Female,FullTime,Data Analyst,Experienced,Good,Mumbai,LinkedIn,9.17436E+11,ranbir.mannan@gmail.com,Graduate,Still Working,31/12/1988,8/5/2017,4/14/2025,NA,13
110412,Married,Male,FullTime,Delivery Manager,Experienced,Good,Pune,Internshala,9.19497E+11,taran.bajwa@gmail.com,Graduate,Still Working,15/06/1998,20/11/2023,11/12/2024,NA,14
100799,Married,Female,FullTime,Data Scientist,Experienced,Good,Pune,Indeed,9.17858E+11,charvi.gara@gmail.com,Postgraduate,Still Working,23/02/1982,17/10/2020,5/23/2025,NA,14
106480,Married,Female,FullTime,Software Tester,Experienced,Excellent,Mumbai,Company Website,9.17807E+11,vritika.bahri@gmail.com,Graduate,Still Working,3/6/1991,13/09/2023,4/18/2025,NA,2
106383,Married,Male,FullTime,Product Manager,Experienced,Excellent,Pune,Naukri.com,9.16292E+11,madhup.d’alia@gmail.com,Graduate,Still Working,17/10/1987,25/03/2022,6/20/2025,NA,15
105808,Unmarried,Female,Outsource,Quality Analyst,Fresher,Poor,Gurgaon,LinkedIn,9.16903E+11,tara.varughese@gmail.com,Postgraduate,Long Working Hours,28/08/1986,6/4/2022,12/31/2024,1/1/2025,0
100815,Unmarried,Female,FullTime,Delivery Manager,Experienced,Good,Hyderabad,Naukri.com,9.1947E+11,pihu.comar@gmail.com,Postgraduate,Long Working Hours,25/08/1990,14/09/2023,9/14/2024,9/15/2024,3
100692,Married,Female,FullTime,Data Engineer,Experienced,Good,Bengaluru,Employee Referral,9.1647E+11,mahika.dhillon@gmail.com,Graduate,Long Working Hours,22/08/1974,19/07/2016,1/6/2025,1/7/2025,12
111356,Married,Female,FullTime,Machine Learning Engineer,Experienced,Excellent,Bengaluru,Company Website,9.182E+11,ehsaan.keer@gmail.com,Graduate,Still Working,17/06/1985,18/11/2021,9/27/2024,NA,15
110833,Married,Female,FullTime,Data Scientist,Experienced,Good,Bengaluru,Indeed,9.16886E+11,rania.subramanian@gmail.com,Graduate,Toxic Work Culture,15/07/1976,4/11/2019,1/6/2025,1/7/2025,25
106621,Unmarried,Male,FullTime,Project Manager,Fresher,Good,Hyderabad,Indeed,9.1889E+11,gatik.barad@gmail.com,Postgraduate,Still Working,26/10/1992,31/10/2019,10/2/2025,NA,0
101147,Married,Female,FullTime,Machine Learning Engineer,Experienced,Good,Mumbai,Company Website,9.18259E+11,dharmajan.ram@gmail.com,Postgraduate,Long Working Hours,25/10/2001,20/11/2017,1/28/2025,1/29/2025,19
105401,Married,Female,FullTime,Data Analyst,Experienced,Excellent,Pune,Naukri.com,9.18696E+11,amani.soman@gmail.com,Graduate,Long Working Hours,4/1/1979,15/04/2017,8/30/2024,8/31/2024,8
101615,Married,Male,FullTime,Software Engineer,Experienced,Good,Bengaluru,LinkedIn,9.1822E+11,vidur.barman@gmail.com,Graduate,Long Working Hours,28/04/1974,19/09/2021,7/27/2025,7/28/2025,13
105685,Married,Female,FullTime,Intern,Experienced,Poor,Hyderabad,Company Website,9.16909E+11,alisha.kala@gmail.com,Postgraduate,Long Working Hours,4/2/2003,12/4/2018,1/27/2025,1/28/2025,0
101499,Married,Female,Outsource,Product Manager,Experienced,Excellent,Gurgaon,Naukri.com,9.16365E+11,anaya.varty@gmail.com,Graduate,Still Working,3/5/1985,22/11/2022,2/20/2025,NA,19
101434,Unmarried,Female,Outsource,Product Manager,Fresher,Excellent,Pune,Company Website,9.18475E+11,ela.chakraborty@gmail.com,Postgraduate,Still Working,17/02/1978,11/5/2022,5/1/2025,NA,0
110746,Married,Female,FullTime,Project Manager,Fresher,Good,Gurgaon,Internshala,9.17468E+11,zeeshan.contractor@gmail.com,Postgraduate,Long Working Hours,16/03/1980,9/8/2023,10/23/2024,10/24/2024,0
101401,Married,Female,FullTime,Data Analyst,Experienced,Good,Bengaluru,Naukri.com,9.1807E+11,saira.balay@gmail.com,Graduate,Long Working Hours,8/12/1983,16/05/2023,4/25/2025,4/26/2025,19
110590,Married,Female,Outsource,Product Manager,Experienced,Good,Mumbai,Internshala,9.18975E+11,neysa.dara@gmail.com,Graduate,Long Working Hours,7/1/1989,26/11/2016,8/15/2024,8/16/2024,17
106673,Married,Female,FullTime,Data Analyst,Experienced,Good,Bengaluru,LinkedIn,9.18608E+11,neysa.sundaram@gmail.com,Graduate,Long Working Hours,11/7/1971,21/10/2023,5/10/2024,5/11/2024,11
110450,Married,Female,FullTime,Software Engineer,Experienced,Good,Pune,Internshala,9.19577E+11,tara.date@gmail.com,Postgraduate,Still Working,5/5/1968,23/02/2022,11/8/2025,NA,4
100709,Married,Female,FullTime,Data Scientist,Experienced,Good,Gurgaon,Naukri.com,9.19452E+11,baiju.dubey@gmail.com,Graduate,Long Working Hours,20/05/1991,4/4/2018,5/2/2025,5/3/2025,9
111486,Unmarried,Male,FullTime,Human Resource Manager,Experienced,Good,Hyderabad,Indeed,9.19487E+11,mohanlal.jha@gmail.com,Graduate,Still Working,16/08/1986,5/4/2022,2/14/2025,NA,5
106069,Married,Female,Outsource,Software Engineer,Experienced,Good,Bengaluru,Internshala,9.1638E+11,damini.reddy@gmail.com,Postgraduate,Still Working,5/12/1996,11/12/2019,7/8/2025,NA,21
105293,Married,Female,FullTime,Quality Assurance Engineer,Experienced,Excellent,Mumbai,Naukri.com,9.17716E+11,alisha.agate@gmail.com,Graduate,Long Working Hours,8/11/1969,9/6/2020,10/4/2025,10/5/2025,11
106467,Married,Female,FullTime,Delivery Manager,Experienced,Good,Bengaluru,LinkedIn,9.18674E+11,miraan.sha@gmail.com,Graduate,Still Working,6/5/1981,23/01/2016,5/31/2025,NA,13
110725,Married,Female,FullTime,Data Scientist,Experienced,Excellent,Pune,Indeed,9.17587E+11,charvi.kulkarni@gmail.com,Graduate,Still Working,12/8/1978,9/1/2018,5/10/2024,NA,14
101023,Unmarried,Male,FullTime,Delivery Manager,Experienced,Good,Gurgaon,Naukri.com,9.1934E+11,ishaan.kala@gmail.com,Graduate,Long Working Hours,16/05/1970,14/12/2019,2/2/2025,2/3/2025,4
100317,Married,Female,FullTime,Machine Learning Engineer,Experienced,Excellent,Gurgaon,Indeed,9.1889E+11,mannat.bhalla@gmail.com,Postgraduate,Still Working,2/10/1983,12/9/2017,7/28/2025,NA,23
105736,Married,Female,FullTime,Business Analyst,Experienced,Good,Hyderabad,Employee Referral,9.18236E+11,drishya.ray@gmail.com,Graduate,Still Working,6/8/1994,11/1/2024,6/21/2025,NA,6
100526,Married,Male,FullTime,Product Manager,Experienced,Good,Bengaluru,Naukri.com,9.18603E+11,azad.shukla@gmail.com,Postgraduate,Long Working Hours,7/12/1966,17/04/2017,3/14/2025,3/15/2025,20
100338,Married,Male,FullTime,Project Manager,Experienced,Good,Mumbai,Internshala,9.16598E+11,vidur.kala@gmail.com,Postgraduate,Still Working,15/12/1993,1/6/2018,4/17/2025,NA,7
105951,Married,Female,FullTime,Intern,Experienced,Good,Pune,Company Website,9.16079E+11,lakshay.loke@gmail.com,Graduate,Still Working,29/07/1978,15/08/2017,10/24/2024,NA,0
100282,Unmarried,Male,FullTime,Software Engineer,Experienced,Good,Pune,Internshala,9.17772E+11,uthkarsh.kala@gmail.com,Graduate,Still Working,6/7/1982,11/3/2016,4/24/2025,NA,2
105296,Married,Female,Outsource,Product Manager,Experienced,Good,Pune,Employee Referral,9.19786E+11,lakshit.deo@gmail.com,Postgraduate,Long Working Hours,18/10/1966,17/04/2018,2/12/2024,2/13/2024,14
101058,Married,Female,Outsource,Marketing Analyst,Experienced,Good,Gurgaon,LinkedIn,9.18264E+11,nitya.kari@gmail.com,Postgraduate,Long Working Hours,10/6/2003,16/10/2018,12/13/2024,12/14/2024,6
111572,Married,Female,Outsource,Intern,Experienced,Excellent,Gurgaon,Employee Referral,9.1653E+11,nishith.mangat@gmail.com,Graduate,Still Working,24/02/1968,11/5/2022,3/8/2025,NA,0
105574,Unmarried,Male,FullTime,Data Engineer,Fresher,Good,Pune,Indeed,9.19174E+11,farhan.johal@gmail.com,Graduate,Still Working,22/02/1976,2/11/2020,1/18/2025,NA,1
110865,Married,Female,FullTime,Software Engineer,Experienced,Good,Mumbai,Indeed,9.17185E+11,jayan.batra@gmail.com,Graduate,Long Working Hours,11/9/1975,27/06/2022,7/9/2024,7/10/2024,11
100667,Unmarried,Female,FullTime,Quality Assurance Engineer,Experienced,Good,Mumbai,Employee Referral,9.18749E+11,rania.kashyap@gmail.com,Graduate,Long Working Hours,3/2/1981,3/4/2019,3/19/2025,3/20/2025,2
101043,Unmarried,Male,FullTime,Business Analyst,Experienced,Excellent,Mumbai,Indeed,9.18393E+11,azad.ramachandran@gmail.com,Postgraduate,Long Working Hours,10/7/1979,30/06/2022,3/28/2025,3/29/2025,4
101525,Married,Male,Outsource,Human Resource Manager,Experienced,Poor,Gurgaon,Internshala,9.17123E+11,yuvraj..handa@gmail.com,Graduate,Still Working,14/01/1981,4/7/2020,5/1/2025,NA,6
110658,Married,Male,FullTime,Data Scientist,Experienced,Good,Bengaluru,Indeed,9.16863E+11,manikya.sarma@gmail.com,Postgraduate,Long Working Hours,27/12/1968,7/11/2023,7/26/2025,7/27/2025,20
100353,Married,Male,FullTime,Data Scientist,Experienced,Good,Pune,Indeed,9.1607E+11,hansh.sandhu@gmail.com,Graduate,Still Working,11/4/1974,7/1/2021,7/16/2025,NA,17
101543,Married,Female,FullTime,Software Engineer,Experienced,Good,Mumbai,LinkedIn,9.17903E+11,advika.iyer@gmail.com,Postgraduate,Still Working,16/02/2002,30/12/2022,7/3/2025,NA,18
106547,Unmarried,Male,FullTime,Marketing Analyst,Experienced,Good,Mumbai,Employee Referral,9.16368E+11,amira.walla@gmail.com,Postgraduate,Still Working,16/04/1986,8/9/2019,5/2/2025,NA,5
106093,Married,Female,Outsource,Data Scientist,Experienced,Excellent,Hyderabad,Internshala,9.18648E+11,divit.sampath@gmail.com,Graduate,Still Working,6/2/2003,4/12/2020,2/14/2025,NA,11
111299,Married,Female,FullTime,Data Analyst,Experienced,Good,Mumbai,Naukri.com,9.16956E+11,riya.chada@gmail.com,Graduate,Toxic Work Culture,19/06/1974,7/9/2015,4/11/2024,4/12/2024,13
111643,Unmarried,Female,FullTime,Machine Learning Engineer,Experienced,Poor,Pune,Internshala,9.19786E+11,shanaya.malhotra@gmail.com,Graduate,Long Working Hours,28/01/1995,27/06/2017,1/17/2025,1/18/2025,2
111176,Unmarried,Female,Outsource,Data Scientist,Experienced,Poor,Gurgaon,Internshala,9.19174E+11,shayak.zacharia@gmail.com,Postgraduate,Long Working Hours,10/3/1994,11/1/2016,10/12/2024,10/13/2024,2
106363,Unmarried,Female,FullTime,Delivery Manager,Experienced,Good,Bengaluru,Indeed,9.19301E+11,aarush.zachariah@gmail.com,Postgraduate,Still Working,31/01/1998,14/03/2024,8/5/2025,NA,3
100583,Married,Female,FullTime,Machine Learning Engineer,Experienced,Excellent,Bengaluru,Internshala,9.18778E+11,prerak.chana@gmail.com,Postgraduate,Long Working Hours,27/12/1969,3/2/2018,4/17/2025,4/18/2025,24
101135,Married,Female,FullTime,Human Resource Manager,Experienced,Poor,Hyderabad,Indeed,9.19668E+11,jhanvi.bumb@gmail.com,Graduate,Still Working,23/05/1996,30/05/2020,9/7/2025,NA,7
100821,Married,Female,FullTime,Software Tester,Experienced,Good,Mumbai,Employee Referral,9.17357E+11,ishaan.deo@gmail.com,Graduate,Still Working,10/9/1977,18/06/2016,12/18/2024,NA,6
101114,Married,Female,FullTime,Product Manager,Experienced,Good,Bengaluru,Company Website,9.17466E+11,saira.ravel@gmail.com,Postgraduate,Long Working Hours,15/04/1976,21/12/2021,10/29/2024,10/30/2024,21
106442,Married,Female,FullTime,Data Scientist,Experienced,Excellent,Bengaluru,Internshala,9.17017E+11,akarsh.dara@gmail.com,Graduate,Still Working,26/10/1967,15/12/2022,11/21/2024,NA,19
106459,Unmarried,Female,FullTime,Software Engineer,Experienced,Good,Gurgaon,Company Website,9.18529E+11,khushi.jha@gmail.com,Graduate,Still Working,10/6/1974,23/09/2020,9/26/2024,NA,2
